"product_code","business_group","supplier","gender","product_group","category","brand","image","price","price_kr","status","size","stock","marketplaces","product_name","color","description","dimension","weight","keyword","material_china","material_english"
"PP1701-Beige","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860325526m0.jpg","89","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1701 Fashion Women All Match Low Top Thick Heel Boots Beige","Beige","Good quality leather, finest PU internal lining and durable urethane to create this fashion low top boot. This thick heel shoes can match with your trench coat or outfits. Also pair with your short skirt or jeans perfectly, you can wear it whether winter, spring or autumn. It suits to many occasion and let you look elegant and gorgeous.","Width-8cm|Height-14cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1701-Khaki","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860313109m0.jpg","89","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1701 Fashion Women All Match Low Top Thick Heel Boots Khaki","Khaki","Good quality leather, finest PU internal lining and durable urethane to create this fashion low top boot. This thick heel shoes can match with your trench coat or outfits. Also pair with your short skirt or jeans perfectly, you can wear it whether winter, spring or autumn. It suits to many occasion and let you look elegant and gorgeous.","Width-8cm|Height-14cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1701-Navy","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860302311m0.jpg","89","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1701 Fashion Women All Match Low Top Thick Heel Boots Navy","Navy","Good quality leather, finest PU internal lining and durable urethane to create this fashion low top boot. This thick heel shoes can match with your trench coat or outfits. Also pair with your short skirt or jeans perfectly, you can wear it whether winter, spring or autumn. It suits to many occasion and let you look elegant and gorgeous.","Width-8cm|Height-14cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1702-Black","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860292490m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1702 Fashion Women Platform Thick Heel Ankle Boots Black","Black","This fashion ankle boot is made of good quality leather, finest PU internal lining and durable urethane. It can pair with your trench coat or any outfit perfectly, thick heel will fit your feet comfortable and add you more charming. And it’s good to go shopping or let you walk around the city all day.","Width-8cm|Height-17cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1702-Beige","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860280692m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1702 Fashion Women Platform Thick Heel Ankle Boots Beige","Beige","This fashion ankle boot is made of good quality leather, finest PU internal lining and durable urethane. It can pair with your trench coat or any outfit perfectly, thick heel will fit your feet comfortable and add you more charming. And it’s good to go shopping or let you walk around the city all day.","Width-8cm|Height-17cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1702-Khaki","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860270452m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1702 Fashion Women Platform Thick Heel Ankle Boots Khaki","Khaki","This fashion ankle boot is made of good quality leather, finest PU internal lining and durable urethane. It can pair with your trench coat or any outfit perfectly, thick heel will fit your feet comfortable and add you more charming. And it’s good to go shopping or let you walk around the city all day.","Width-8cm|Height-17cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1702-Navy","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860262478m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1702 Fashion Women Platform Thick Heel Ankle Boots Navy","Navy","This fashion ankle boot is made of good quality leather, finest PU internal lining and durable urethane. It can pair with your trench coat or any outfit perfectly, thick heel will fit your feet comfortable and add you more charming. And it’s good to go shopping or let you walk around the city all day.","Width-8cm|Height-17cm|Heel-7.5cm|Platform-1.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1703-Black","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860252218m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1703 Casual Women Low Top Lace Up Thick Heel Boots Black","Black","Classic lace up closure and low top as an easy entry, finest leather shows a high class look also durable urethane for wear resistance. This low top thick heel shoes will match with your trench coat or outfits, also pair with your short skirt or jeans perfectly. You can wear it whether winter, spring or autumn, it suits to many occasion and let you look elegant and gorgeous.","Width-9cm|Height-18cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1703-Beige","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860241772m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1703 Casual Women Low Top Lace Up Thick Heel Boots Beige","Beige","Classic lace up closure and low top as an easy entry, finest leather shows a high class look also durable urethane for wear resistance. This low top thick heel shoes will match with your trench coat or outfits, also pair with your short skirt or jeans perfectly. You can wear it whether winter, spring or autumn, it suits to many occasion and let you look elegant and gorgeous.","Width-9cm|Height-18cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1703-Khaki","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860221750m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1703 Casual Women Low Top Lace Up Thick Heel Boots Khaki","Khaki","Classic lace up closure and low top as an easy entry, finest leather shows a high class look also durable urethane for wear resistance. This low top thick heel shoes will match with your trench coat or outfits, also pair with your short skirt or jeans perfectly. You can wear it whether winter, spring or autumn, it suits to many occasion and let you look elegant and gorgeous.","Width-9cm|Height-18cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1703-Brown","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860232397m0.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1703 Casual Women Low Top Lace Up Thick Heel Boots Brown","Brown","Classic lace up closure and low top as an easy entry, finest leather shows a high class look also durable urethane for wear resistance. This low top thick heel shoes will match with your trench coat or outfits, also pair with your short skirt or jeans perfectly. You can wear it whether winter, spring or autumn, it suits to many occasion and let you look elegant and gorgeous.","Width-9cm|Height-18cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1704-Black","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/141086020698m0.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1704 Fashion Women Side Zipper Thick Heel Ankle Boots Black","Black","Fashion classic thick heel will fit your feet comfortable, lace up closure and one side zipper makes this short boot two ways to take on/off. It can pair with your outfits, pants, long dress or short shirt perfectly. Whether on the street, go shopping or walk around the city, it will make you look more charming. Wear this short boots to be an elegant and gorgeous women.","Width-9cm|Height-16.5cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1704-Beige","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/141086019723m0.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1704 Fashion Women Side Zipper Thick Heel Ankle Boots Beige","Beige","Fashion classic thick heel will fit your feet comfortable, lace up closure and one side zipper makes this short boot two ways to take on/off. It can pair with your outfits, pants, long dress or short shirt perfectly. Whether on the street, go shopping or walk around the city, it will make you look more charming. Wear this short boots to be an elegant and gorgeous women.","Width-9cm|Height-16.5cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1704-Khaki","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860177590m0.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1704 Fashion Women Side Zipper Thick Heel Ankle Boots Khaki","Khaki","Fashion classic thick heel will fit your feet comfortable, lace up closure and one side zipper makes this short boot two ways to take on/off. It can pair with your outfits, pants, long dress or short shirt perfectly. Whether on the street, go shopping or walk around the city, it will make you look more charming. Wear this short boots to be an elegant and gorgeous women.","Width-9cm|Height-16.5cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1704-Brown","Partnership","Paperplanes","Women","Shoes","Boots","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860188368m0.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1704 Fashion Women Side Zipper Thick Heel Ankle Boots Brown","Brown","Fashion classic thick heel will fit your feet comfortable, lace up closure and one side zipper makes this short boot two ways to take on/off. It can pair with your outfits, pants, long dress or short shirt perfectly. Whether on the street, go shopping or walk around the city, it will make you look more charming. Wear this short boots to be an elegant and gorgeous women.","Width-9cm|Height-16.5cm|Heel-8cm|Platform-3.5cm","900g","boots,thick heel boots,women boots,casual women boots,fashion women boots,Paper planes women boots,Paper planes all match boots,Paper planes thick heel boots,fashion boots,casual women boots,side zipper boots,side zipper women boots,fashion short boots,fashion women short boots","Upper-Synthetic Leather|Lining-PU|Outsole-Urethane","鞋面：人造皮
鞋底：聚氨酯"
"PP1150-Gray","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860546267m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Gray","Gray","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1150-MintBlue","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860536279m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Mint Blue","MintBlue","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1150-Orange","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860553227m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Orange","Orange","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1150-1-Gray","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860503862m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Gray","Gray","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1150-1-MintBlue","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860522997m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Mint Blue","MintBlue","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1150-1-Orange","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/141086051454m0.jpg","42","7500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1150 Fashion Women Linen Flip-Flops Sandals Slippers Orange","Orange","This flip flop features finest linen fabric which can absorb moisture. Eva and rubber outsole is wear-resisting also can prevent slippery, two straps are very durable and comfortable to wear. And great for wet/dry tractions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Linen Fabric|Outsole-EVA, Synthetic Rubber","鞋面：亚麻
鞋底：EVA, 橡胶"
"PP1152-Brown","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860773504m0.jpg","36","6500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1152 Fashion Leopard Pattern Flip-Flops Summer Slippers Brown","Brown","Fashion leopard pattern is very eye catching, leather strap upper is durable and will look great on your feet. EVA midsole for a shock absorbing, rubber out sole for a steady step and non-slip bottom. This flip flop is very soft and comfortable to wear.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Cotton, Synthetic Leather|Outsole-EVA, PU","鞋面：人造皮
鞋底：EVA , 橡胶"
"PP1152-Black","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860780656m0.jpg","36","6500","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1152 Fashion Leopard Pattern Flip-Flops Summer Slippers Black","Black","Fashion leopard pattern is very eye catching, leather strap upper is durable and will look great on your feet. EVA midsole for a shock absorbing, rubber out sole for a steady step and non-slip bottom. This flip flop is very soft and comfortable to wear.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Cotton, Synthetic Leather|Outsole-EVA, PU","鞋面：人造皮
鞋底：EVA , 橡胶"
"PP1153-Brown","Partnership","Paperplanes","Men","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860727772m0.jpg","45","7500","Active","250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1153 Fashion Woven Leather Flip-Flops Beach Sandals Brown","Brown","Featuring pretty weave straps, premium leather upper, durable rubber outsole and easy slip on style. Whether you go to beach, in the street or casual walking, this flip flops will be perfect for all of these occasions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Synthetic Leather, Suede|Outsole-EVA","鞋面：人造皮
鞋底：山羊皮 , 橡胶"
"PP1153-Black","Partnership","Paperplanes","Men","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860836496m0.jpg","22","4000","Active","250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1153 Fashion Woven Leather Flip-Flops Beach Sandals Black","Black","Featuring pretty weave straps, premium leather upper, durable rubber outsole and easy slip on style. Whether you go to beach, in the street or casual walking, this flip flops will be perfect for all of these occasions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Synthetic Leather, Suede|Outsole-EVA","鞋面：人造皮
鞋底：山羊皮， 橡胶"
"PP1154-BlackOrange","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/141086085512m0.jpg","50","9000","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1154 Casual Braided Flip-Flops Summer Slippers Black Orange","BlackOrange","This flip flop is made of premium leather upper, EVA and rubber outsole with easy slip on style. Pretty braided straps makes the slipper a fashion elegant look, 'Paperplanes' logo embossed on the suede insole. Whether you go to beach, walking in the street or sitting outside in a bar with you friends, this flip flops will be perfect for all of these occasions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Synthetic Leather, Suede|Outsole-EVA","鞋面：人造皮
鞋底: 橡胶 EVA"
"PP1154-BlackBlue","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860635265m0.jpg","50","9000","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1154 Casual Braided Flip-Flops Summer Slippers Black Blue","BlackBlue","This flip flop is made of premium leather upper, EVA and rubber outsole with easy slip on style. Pretty braided straps makes the slipper a fashion elegant look, 'Paperplanes' logo embossed on the suede insole. Whether you go to beach, walking in the street or sitting outside in a bar with you friends, this flip flops will be perfect for all of these occasions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Synthetic Leather, Suede|Outsole-EVA","鞋面：人造皮
鞋底: 橡胶 EVA"
"PP1154-BlackGreen","Partnership","Paperplanes","Unisex","Shoes","Sandals & Flip-Flops","Paparplanes","http://paperplanes.co.kr/shop/data/goods/1410860654886m0.jpg","50","9000","Active","230|235|240|245|250|255|260|265|270|275|280|285","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Paperplanes-1154 Casual Braided Flip-Flops Summer Slippers Black Green","BlackGreen","This flip flop is made of premium leather upper, EVA and rubber outsole with easy slip on style. Pretty braided straps makes the slipper a fashion elegant look, 'Paperplanes' logo embossed on the suede insole. Whether you go to beach, walking in the street or sitting outside in a bar with you friends, this flip flops will be perfect for all of these occasions.","Width-9cm|Height-5cm|Heel-1cm|Platform-1cm","500g","flip flop,summer flip flop,fashion flip flop,casual slippers,fashion slippers,paperplanes flip flop,paperplanes slippers,casual slippers,summer slipper,leather slippers,leather flip flops,braided slippers,braided flip flop,simple design flip flop,simple slippers","Upper-Synthetic Leather, Suede|Outsole-EVA","鞋面：人造皮
鞋底: 橡胶 EVA"
